ISO2_CODE;ISO3_CODE;Country;Continent;Region;Year;Population;GDP per Capita;CO2
AF;AFG;Afghanistan;Asia;South Asia;1;0;0;0
AF;AFG;Afghanistan;Asia;South Asia;1000;0;0;0
AF;AFG;Afghanistan;Asia;South Asia;1500;0;0;0
AF;AFG;Afghanistan;Asia;South Asia;1600;0;0;0
AF;AFG;Afghanistan;Asia;South Asia;1700;0;0;0
AF;AFG;Afghanistan;Asia;South Asia;1820;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1821;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1822;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1823;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1824;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1825;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1826;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1827;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1828;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1829;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1830;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1831;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1832;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1833;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1834;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1835;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1836;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1837;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1838;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1839;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1840;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1841;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1842;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1843;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1844;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1845;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1846;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1847;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1848;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1849;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1850;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1851;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1852;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1853;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1854;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1855;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1856;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1857;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1858;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1859;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1860;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1861;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1862;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1863;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1864;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1865;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1866;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1867;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1868;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1869;3280000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1870;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1871;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1872;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1873;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1874;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1875;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1876;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1877;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1878;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1879;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1880;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1881;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1882;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1883;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1884;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1885;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1886;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1887;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1888;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1889;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1890;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1891;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1892;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1893;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1894;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1895;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1896;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1897;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1898;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1899;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1900;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1901;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1902;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1903;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1904;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1905;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1906;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1907;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1908;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1909;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1910;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1911;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1912;4207000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1913;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1914;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1915;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1916;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1917;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1918;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1919;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1920;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1921;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1922;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1923;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1924;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1925;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1926;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1927;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1928;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1929;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1930;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1931;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1932;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1933;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1934;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1935;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1936;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1937;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1938;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1939;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1940;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1941;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1942;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1943;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1944;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1945;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1946;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1947;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1948;5730000;0;0
AF;AFG;Afghanistan;Asia;South Asia;1949;5730000;0;14656
AF;AFG;Afghanistan;Asia;South Asia;1950;8150368;644.7561632;84272
AF;AFG;Afghanistan;Asia;South Asia;1951;8284473;652.7874495;91600
AF;AFG;Afghanistan;Asia;South Asia;1952;8425333;663.5939493;91600
AF;AFG;Afghanistan;Asia;South Asia;1953;8573217;692.0389394;106256
AF;AFG;Afghanistan;Asia;South Asia;1954;8728408;694.1701167;106256
AF;AFG;Afghanistan;Asia;South Asia;1955;8891209;695.0685784;153888
AF;AFG;Afghanistan;Asia;South Asia;1956;9061938;712.6510907;183200
AF;AFG;Afghanistan;Asia;South Asia;1957;9240934;698.8471079;293120
AF;AFG;Afghanistan;Asia;South Asia;1958;9428556;723.4405778;329760
AF;AFG;Afghanistan;Asia;South Asia;1959;9624606;728.9649052;384571
AF;AFG;Afghanistan;Asia;South Asia;1960;9829450;739.4106486;413885
AF;AFG;Afghanistan;Asia;South Asia;1961;10043473;729.9267893;490798
AF;AFG;Afghanistan;Asia;South Asia;1962;10267083;726.3017159;688594
AF;AFG;Afghanistan;Asia;South Asia;1963;10500711;723.189125;706736
AF;AFG;Afghanistan;Asia;South Asia;1964;10744167;720.4839612;838551
AF;AFG;Afghanistan;Asia;South Asia;1965;10997885;719.5929035;1006917
AF;AFG;Afghanistan;Asia;South Asia;1966;11262324;709.7114237;1091159
AF;AFG;Afghanistan;Asia;South Asia;1967;11537966;711.9105742;1281865
AF;AFG;Afghanistan;Asia;South Asia;1968;11825320;719.4731305;1223391
AF;AFG;Afghanistan;Asia;South Asia;1969;12122740;713.1226109;941232
AF;AFG;Afghanistan;Asia;South Asia;1970;12430623;709.4576032;1670397
AF;AFG;Afghanistan;Asia;South Asia;1971;12749385;658.6984392;1893581
AF;AFG;Afghanistan;Asia;South Asia;1972;13079460;629.9954279;1530408
AF;AFG;Afghanistan;Asia;South Asia;1973;13421301;684.0618506;1635586
AF;AFG;Afghanistan;Asia;South Asia;1974;13772076;702.8715206;1913339
AF;AFG;Afghanistan;Asia;South Asia;1975;14132019;720.6330532;2121616
AF;AFG;Afghanistan;Asia;South Asia;1976;14501369;737.4476162;1981180
AF;AFG;Afghanistan;Asia;South Asia;1977;14880372;669.2709026;2384485
AF;AFG;Afghanistan;Asia;South Asia;1978;15269281;704.1588926;2153617
AF;AFG;Afghanistan;Asia;South Asia;1979;15555612;688.8189291;2233153
AF;AFG;Afghanistan;Asia;South Asia;1980;15112149;689.9746687;1756466
AF;AFG;Afghanistan;Asia;South Asia;1981;13812973;763.5575629;1978719
AF;AFG;Afghanistan;Asia;South Asia;1982;12881816;832.6465772;2094916
AF;AFG;Afghanistan;Asia;South Asia;1983;12934937;862.5476877;2520014
AF;AFG;Afghanistan;Asia;South Asia;1984;13387737;846.7450474;2822030
AF;AFG;Afghanistan;Asia;South Asia;1985;13796928;818.9504214;3501772
AF;AFG;Afghanistan;Asia;South Asia;1986;13856100;877.6639891;3134093
AF;AFG;Afghanistan;Asia;South Asia;1987;13867957;725.7017021;3114380
AF;AFG;Afghanistan;Asia;South Asia;1988;14076478;655.5617108;2857483
AF;AFG;Afghanistan;Asia;South Asia;1989;14511868;639.7522359;2765475
AF;AFG;Afghanistan;Asia;South Asia;1990;14669339;604.0490304;2603238
AF;AFG;Afghanistan;Asia;South Asia;1991;14871963;600.5932102;2427366
AF;AFG;Afghanistan;Asia;South Asia;1992;16317921;552.8277775;1379462
AF;AFG;Afghanistan;Asia;South Asia;1993;18371583;475.7891576;1333055
AF;AFG;Afghanistan;Asia;South Asia;1994;19900668;426.0660999;1281602
AF;AFG;Afghanistan;Asia;South Asia;1995;20881480;512.4157866;1230463
AF;AFG;Afghanistan;Asia;South Asia;1996;21559923;526.0686692;1164920
AF;AFG;Afghanistan;Asia;South Asia;1997;22227415;540.9086032;1084127
AF;AFG;Afghanistan;Asia;South Asia;1998;22912814;556.1953237;1029157
AF;AFG;Afghanistan;Asia;South Asia;1999;23646128;571.2563173;809512
AF;AFG;Afghanistan;Asia;South Asia;2000;23898198;565.2309015;757672
AF;AFG;Afghanistan;Asia;South Asia;2001;23997412;506.5962946;797962
AF;AFG;Afghanistan;Asia;South Asia;2002;25268405;618.717327;1051609
AF;AFG;Afghanistan;Asia;South Asia;2003;27060359;668.4316346;1185951
AF;AFG;Afghanistan;Asia;South Asia;2004;28513677;685.1098159;889167
AF;AFG;Afghanistan;Asia;South Asia;2005;29928987;757.7937736;1303267
AF;AFG;Afghanistan;Asia;South Asia;2006;31056997;790.1601047;1635378
AF;AFG;Afghanistan;Asia;South Asia;2007;31889923;862.6235943;2268605
AF;AFG;Afghanistan;Asia;South Asia;2008;32738376;868.8580032;4199530
AF;AFG;Afghanistan;Asia;South Asia;2009;38396000;868.8580032;6739976
AF;AFG;Afghanistan;Asia;South Asia;2020;56322744;868.8580032;6739976
AL;ALB;Albania;Europe;Europe - Central Asia;1;200000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1000;200000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1500;200000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1600;200000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1700;300000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1820;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1821;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1822;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1823;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1824;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1825;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1826;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1827;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1828;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1829;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1830;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1831;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1832;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1833;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1834;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1835;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1836;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1837;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1838;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1839;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1840;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1841;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1842;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1843;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1844;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1845;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1846;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1847;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1848;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1849;437000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1850;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1851;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1852;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1853;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1854;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1855;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1856;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1857;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1858;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1859;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1860;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1861;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1862;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1863;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1864;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1865;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1866;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1867;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1868;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1869;500000;0;0
AL;ALB;Albania;Europe;Europe - Central Asia;1870;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1871;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1872;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1873;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1874;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1875;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1876;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1877;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1878;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1879;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1880;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1881;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1882;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1883;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1884;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1885;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1886;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1887;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1888;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1889;603000;446.1028192;0
AL;ALB;Albania;Europe;Europe - Central Asia;1890;726000;597.7961433;0
AL;ALB;Albania;Europe;Europe - Central Asia;1891;726000;597.7961433;0
AL;ALB;Albania;Europe;Europe - Central Asia;1892;726000;597.7961433;0
AL;ALB;Albania;Europe;Europe - Central Asia;1893;726000;597.7961433;0
AL;ALB;Albania;Europe;Europe - Central Asia;1894;726000;597.7961433;0
AL;ALB;Albania;Europe;Europe - Central Asia;1895;726000;597.7961433;0
AL;ALB;Albania;Europe;Europe - Central Asia;1896;726000;597.7961433;0
AL;ALB;Albania;Europe;Europe - Central Asia;1897;726000;597.7961433;0
AL;ALB;Albania;Europe;Europe - Central Asia;1898;726000;597.7961433;0
AL;ALB;Albania;Europe;Europe - Central Asia;1899;726000;597.7961433;0
AL;ALB;Albania;Europe;Europe - Central Asia;1900;800000;685;0
AL;ALB;Albania;Europe;Europe - Central Asia;1901;800000;685;0
AL;ALB;Albania;Europe;Europe - Central Asia;1902;800000;685;0
AL;ALB;Albania;Europe;Europe - Central Asia;1903;800000;685;0
AL;ALB;Albania;Europe;Europe - Central Asia;1904;800000;685;0
AL;ALB;Albania;Europe;Europe - Central Asia;1905;800000;685;0
AL;ALB;Albania;Europe;Europe - Central Asia;1906;800000;685;0
AL;ALB;Albania;Europe;Europe - Central Asia;1907;800000;685;0
AL;ALB;Albania;Europe;Europe - Central Asia;1908;800000;685;0
AL;ALB;Albania;Europe;Europe - Central Asia;1909;800000;685;0
AL;ALB;Albania;Europe;Europe - Central Asia;1910;874000;780.3203661;0
AL;ALB;Albania;Europe;Europe - Central Asia;1911;874000;780.3203661;0
AL;ALB;Albania;Europe;Europe - Central Asia;1912;874000;780.3203661;0
AL;ALB;Albania;Europe;Europe - Central Asia;1913;898000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1914;898000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1915;898000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1916;898000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1917;898000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1918;898000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1919;898000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1920;932000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1921;937000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1922;942000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1923;947000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1924;952000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1925;956000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1926;962000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1927;967000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1928;972000;810.6904232;0
AL;ALB;Albania;Europe;Europe - Central Asia;1929;977000;926.3050154;0
AL;ALB;Albania;Europe;Europe - Central Asia;1930;982000;926.3050154;0
AL;ALB;Albania;Europe;Europe - Central Asia;1931;988000;926.3050154;0
AL;ALB;Albania;Europe;Europe - Central Asia;1932;993000;926.3050154;0
AL;ALB;Albania;Europe;Europe - Central Asia;1933;998000;926.3050154;7328
AL;ALB;Albania;Europe;Europe - Central Asia;1934;1003000;926.3050154;7328
AL;ALB;Albania;Europe;Europe - Central Asia;1935;1009000;926.3050154;18320
AL;ALB;Albania;Europe;Europe - Central Asia;1936;1014000;926.3050154;128240
AL;ALB;Albania;Europe;Europe - Central Asia;1937;1030000;926.3050154;296784
AL;ALB;Albania;Europe;Europe - Central Asia;1938;1040000;926.3050154;348080
AL;ALB;Albania;Europe;Europe - Central Asia;1939;1070000;926.3050154;432352
AL;ALB;Albania;Europe;Europe - Central Asia;1940;1088000;926.3050154;692496
AL;ALB;Albania;Europe;Europe - Central Asia;1941;1100000;926.3050154;626544
AL;ALB;Albania;Europe;Europe - Central Asia;1942;1117000;926.3050154;743792
AL;ALB;Albania;Europe;Europe - Central Asia;1943;1119000;926.3050154;461664
AL;ALB;Albania;Europe;Europe - Central Asia;1944;1122000;926.3050154;153888
AL;ALB;Albania;Europe;Europe - Central Asia;1945;1138000;926.3050154;120912
AL;ALB;Albania;Europe;Europe - Central Asia;1946;1154000;926.3050154;483648
AL;ALB;Albania;Europe;Europe - Central Asia;1947;1175000;926.3050154;926992
AL;ALB;Albania;Europe;Europe - Central Asia;1948;1192000;926.3050154;703488
AL;ALB;Albania;Europe;Europe - Central Asia;1949;1209000;926.3050154;1014928
AL;ALB;Albania;Europe;Europe - Central Asia;1950;1227156;1001.338615;296784
AL;ALB;Albania;Europe;Europe - Central Asia;1951;1254119;1044.557973;403040
AL;ALB;Albania;Europe;Europe - Central Asia;1952;1282697;1046.233054;373728
AL;ALB;Albania;Europe;Europe - Central Asia;1953;1314608;1088.53742;414032
AL;ALB;Albania;Europe;Europe - Central Asia;1954;1352982;1120.48793;501968
AL;ALB;Albania;Europe;Europe - Central Asia;1955;1392164;1180.895354;663184
AL;ALB;Albania;Europe;Europe - Central Asia;1956;1434476;1192.770043;839056
AL;ALB;Albania;Europe;Europe - Central Asia;1957;1476505;1269.213447;1505904
AL;ALB;Albania;Europe;Europe - Central Asia;1958;1521417;1326.395065;1201792
AL;ALB;Albania;Europe;Europe - Central Asia;1959;1571329;1380.996596;1443616
AL;ALB;Albania;Europe;Europe - Central Asia;1960;1623114;1450.914723;2022528
AL;ALB;Albania;Europe;Europe - Central Asia;1961;1676635;1462.967703;2279008
AL;ALB;Albania;Europe;Europe - Central Asia;1962;1728137;1511.390403;2462208
AL;ALB;Albania;Europe;Europe - Central Asia;1963;1779715;1562.942633;2081152
AL;ALB;Albania;Europe;Europe - Central Asia;1964;1832284;1616.472785;2015200
AL;ALB;Albania;Europe;Europe - Central Asia;1965;1883652;1675.446942;2172752
AL;ALB;Albania;Europe;Europe - Central Asia;1966;1932963;1738.263986;2550144
AL;ALB;Albania;Europe;Europe - Central Asia;1967;1984060;1803.690201;2678384
AL;ALB;Albania;Europe;Europe - Central Asia;1968;2038698;1868.785103;3070432
AL;ALB;Albania;Europe;Europe - Central Asia;1969;2100263;1932.253052;3242640
AL;ALB;Albania;Europe;Europe - Central Asia;1970;2156612;2003.536581;3740944
AL;ALB;Albania;Europe;Europe - Central Asia;1971;2208719;2083.621474;4349168
AL;ALB;Albania;Europe;Europe - Central Asia;1972;2263554;2165.203166;5638896
AL;ALB;Albania;Europe;Europe - Central Asia;1973;2295691;2273.048945;5287152
AL;ALB;Albania;Europe;Europe - Central Asia;1974;2347924;2281.522696;4341840
AL;ALB;Albania;Europe;Europe - Central Asia;1975;2401108;2289.472184;4590992
AL;ALB;Albania;Europe;Europe - Central Asia;1976;2454824;2298.636292;4946400
AL;ALB;Albania;Europe;Europe - Central Asia;1977;2509048;2308.691986;5715840
AL;ALB;Albania;Europe;Europe - Central Asia;1978;2563376;2319.317993;6488944
AL;ALB;Albania;Europe;Europe - Central Asia;1979;2617679;2330.625451;7580816
AL;ALB;Albania;Europe;Europe - Central Asia;1980;2671412;2347.084121;5166240
AL;ALB;Albania;Europe;Europe - Central Asia;1981;2724272;2359.676337;7335328
AL;ALB;Albania;Europe;Europe - Central Asia;1982;2780097;2372.65099;7302352
AL;ALB;Albania;Europe;Europe - Central Asia;1983;2837315;2386.501462;7624784
AL;ALB;Albania;Europe;Europe - Central Asia;1984;2895998;2400.087877;7818976
AL;ALB;Albania;Europe;Europe - Central Asia;1985;2956697;2412.648828;7873936
AL;ALB;Albania;Europe;Europe - Central Asia;1986;3015438;2427.97915;8049808
AL;ALB;Albania;Europe;Europe - Central Asia;1987;3075321;2443.259125;7437920
AL;ALB;Albania;Europe;Europe - Central Asia;1988;3136843;2458.729115;7320672
AL;ALB;Albania;Europe;Europe - Central Asia;1989;3195800;2477.271267;8976800
AL;ALB;Albania;Europe;Europe - Central Asia;1990;3250778;2499.401682;5444704
AL;ALB;Albania;Europe;Europe - Central Asia;1991;3294227;1775.833906;4228256
AL;ALB;Albania;Europe;Europe - Central Asia;1992;3326498;1631.986552;2495184
AL;ALB;Albania;Europe;Europe - Central Asia;1993;3351656;1775.231348;2315648
AL;ALB;Albania;Europe;Europe - Central Asia;1994;3378424;1907.342559;1912608
